Open Date,Close Date,Symbol,Action,Lots,SL,TP,Open,Close,Pips,Profit,Duration,Gain,
24/06/2021 22:59,25/06/2021 00:20,GBPCAD,Sell,0.17,-,-,1.71719,1.71608,0.0,14.76,1h 20m,+0.37%,
18/06/2021 23:14,21/06/2021 12:28,USDCAD,Sell,0.19,-,-,1.24436,1.24335,0.0,14.47,2d ,+0.36%,
18/06/2021 23:53,21/06/2021 05:25,GBPCAD,Sell,0.17,-,-,1.71982,1.71878,0.0,13.68,2d ,+0.35%,
18/06/2021 23:14,21/06/2021 01:46,GBPAUD,Sell,0.11,-,-,1.84378,1.84272,0.0,8.31,2d ,+0.21%,
14/06/2021 22:58,15/06/2021 04:14,GBPAUD,Buy,0.11,-,-,1.82938,1.83041,0.0,8.06,5h 16m,+0.20%,
11/06/2021 23:48,14/06/2021 00:10,GBPCAD,Sell,0.17,-,-,1.71722,1.71556,0.0,22.65,2d ,+0.58%,
10/06/2021 23:26,11/06/2021 09:06,GBPAUD,Sell,0.11,-,-,1.82823,1.82722,0.0,8.17,9h 39m,+0.21%,
10/06/2021 23:21,11/06/2021 08:57,GBPCAD,Sell,0.17,-,-,1.71434,1.71331,0.0,13.94,9h 36m,+0.36%,
08/06/2021 22:58,09/06/2021 00:07,GBPCAD,Sell,0.17,-,-,1.71514,1.71459,0.0,7.17,1h 8m,+0.18%,
07/06/2021 22:41,08/06/2021 03:42,GBPCAD,Sell,0.17,-,-,1.71313,1.71217,0.0,12.95,5h 0m,+0.33%,
04/06/2021 23:17,07/06/2021 00:06,GBPCAD,Sell,0.16,-,-,1.71113,1.70982,0.0,16.83,2d ,+0.44%,
03/06/2021 23:51,04/06/2021 11:50,GBPCAD,Sell,0.17,-,-,1.70790,1.71340,0.0,-77.66,11h 59m,-1.97%,
01/06/2021 22:02,02/06/2021 11:20,GBPCAD,Sell,0.17,-,-,1.70823,1.70721,0.0,13.81,13h 17m,+0.35%,
01/06/2021 23:59,02/06/2021 01:06,EURCAD,Buy,0.12,-,-,1.47457,1.47466,0.0,0.06,1h 6m,+0.00%,
31/05/2021 23:34,01/06/2021 01:48,GBPAUD,Sell,0.11,-,-,1.83714,1.83613,0.0,8.16,2h 14m,+0.21%,
25/05/2021 22:02,26/05/2021 05:01,GBPCAD,Sell,0.17,-,-,1.70640,1.70536,0.0,14.12,6h 59m,+0.36%,
21/05/2021 22:09,24/05/2021 08:59,GBPCAD,Buy,0.16,-,-,1.70719,1.70820,0.0,12.62,2d ,+0.32%,
21/05/2021 22:11,24/05/2021 00:05,GBPAUD,Buy,0.11,-,-,1.82970,1.83148,0.0,14.45,2d ,+0.37%,
18/05/2021 23:37,19/05/2021 00:07,GBPAUD,Sell,0.11,-,-,1.82068,1.81834,0.0,19.64,29m,+0.51%,
14/05/2021 23:42,17/05/2021 00:05,GBPCAD,Buy,0.16,-,-,1.70633,1.70775,0.0,17.99,2d ,+0.47%,
14/05/2021 23:02,14/05/2021 23:36,GBPCAD,Sell,0.16,-,-,1.70822,1.70687,0.0,17.84,34m,+0.47%,
12/05/2021 23:00,13/05/2021 03:42,USDCAD,Sell,0.17,-,-,1.21290,1.21190,0.0,11.38,4h 42m,+0.30%,
10/05/2021 22:00,11/05/2021 05:20,GBPAUD,Sell,0.10,-,-,1.80237,1.80135,0.0,7.59,7h 20m,+0.20%,
10/05/2021 23:53,11/05/2021 01:59,USDCAD,Sell,0.17,-,-,1.21021,1.20921,0.0,13.18,2h 6m,+0.35%,
07/05/2021 23:29,10/05/2021 16:25,USDCAD,Buy,0.18,-,-,1.21355,1.20900,0.0,-68.16,2d ,-1.77%,
07/05/2021 23:29,10/05/2021 01:12,GBPCAD,Buy,0.16,-,-,1.69895,1.69997,0.0,12.70,2d ,+0.33%,
07/05/2021 22:10,07/05/2021 23:24,GBPCAD,Sell,0.16,-,-,1.70053,1.69940,0.0,14.90,1h 13m,+0.39%,
06/05/2021 23:00,07/05/2021 09:20,USDCAD,Buy,0.18,-,-,1.21650,1.21750,0.0,14.37,10h 20m,+0.38%,
06/05/2021 22:53,07/05/2021 00:07,GBPCAD,Buy,0.17,-,-,1.69127,1.68576,0.0,-77.93,1h 13m,-2.00%,
30/04/2021 23:15,03/05/2021 02:18,GBPCAD,Sell,0.17,-,-,1.69813,1.69710,0.0,13.72,2d ,+0.35%,
03/05/2021 00:17,03/05/2021 01:14,EURAUD,Buy,0.23,-,-,1.55793,1.55877,0.0,14.90,56m,+0.39%,
30/04/2021 22:00,30/04/2021 23:15,GBPCAD,Buy,0.17,-,-,1.69605,1.69813,0.0,28.78,1h 15m,+0.75%,
26/04/2021 22:29,27/04/2021 13:14,GBPAUD,Sell,0.11,-,-,1.78208,1.78761,0.0,-47.74,14h 44m,-1.23%,
23/04/2021 22:53,26/04/2021 03:32,GBPAUD,Sell,0.11,-,-,1.79051,1.78949,0.0,8.26,2d ,+0.21%,
23/04/2021 22:58,23/04/2021 23:31,GBPCAD,Sell,0.17,-,-,1.73265,1.73051,0.0,29.19,32m,+0.76%,
22/04/2021 22:56,23/04/2021 03:25,GBPCAD,Sell,0.17,-,-,1.73073,1.72973,0.0,13.07,4h 29m,+0.34%,
20/04/2021 13:01,-,-,Withdrawal,,-,-,,,-,-41.74,-,-,
19/04/2021 23:41,20/04/2021 10:37,GBPCAD,Buy,0.17,-,-,1.75231,1.74681,0.0,-75.72,10h 55m,-1.92%,
19/04/2021 22:25,19/04/2021 23:25,GBPCAD,Sell,0.17,-,-,1.75411,1.75271,0.0,18.99,1h 0m,+0.48%,
16/04/2021 22:54,19/04/2021 03:13,GBPCAD,Sell,0.17,-,-,1.73058,1.72956,0.0,13.33,2d ,+0.34%,
15/04/2021 23:10,15/04/2021 23:29,GBPCAD,Buy,0.17,-,-,1.72772,1.72929,0.0,21.27,19m,+0.55%,
15/04/2021 22:33,15/04/2021 22:49,GBPCAD,Sell,0.17,-,-,1.72962,1.72856,0.0,14.37,15m,+0.37%,
12/04/2021 22:00,13/04/2021 00:02,GBPCAD,Sell,0.17,-,-,1.72656,1.72552,0.0,13.54,2h 2m,+0.35%,
12/04/2021 22:00,12/04/2021 23:40,GBPAUD,Sell,0.11,-,-,1.80459,1.80264,0.0,16.35,1h 40m,+0.42%,
09/04/2021 22:00,12/04/2021 00:11,GBPCAD,Buy,0.17,-,-,1.71833,1.71948,0.0,14.80,2d ,+0.39%,
08/04/2021 22:54,09/04/2021 04:06,GBPCAD,Buy,0.17,-,-,1.72557,1.72658,0.0,12.89,5h 11m,+0.34%,
08/04/2021 23:11,09/04/2021 03:51,GBPAUD,Buy,0.11,-,-,1.79400,1.79503,0.0,8.02,4h 40m,+0.21%,
06/04/2021 22:00,07/04/2021 00:13,GBPCAD,Sell,0.17,-,-,1.73836,1.73718,0.0,15.44,2h 13m,+0.41%,
02/04/2021 22:38,06/04/2021 12:29,GBPCAD,Sell,0.17,-,-,1.73763,1.73666,0.0,12.07,3d ,+0.32%,
05/04/2021 23:29,06/04/2021 02:36,GBPAUD,Sell,0.11,-,-,1.81764,1.81663,0.0,8.17,3h 6m,+0.22%,
31/03/2021 23:59,-,-,Withdrawal,,-,-,,,-,-14.06,-,-,
30/03/2021 23:59,31/03/2021 10:46,EURAUD,Buy,0.22,-,-,1.54264,1.54273,0.0,-0.14,10h 46m,+0.00%,
30/03/2021 23:59,31/03/2021 03:03,EURCAD,Buy,0.11,-,-,1.47970,1.47981,0.0,0.23,3h 4m,+0.01%,
30/03/2021 22:40,31/03/2021 00:00,GBPCAD,Sell,0.17,-,-,1.73459,1.73333,0.0,16.42,1h 19m,+0.44%,
25/03/2021 22:53,26/03/2021 11:48,GBPCAD,Buy,0.17,-,-,1.73199,1.73299,0.0,12.74,12h 54m,+0.34%,
23/03/2021 22:00,24/03/2021 09:37,GBPAUD,Sell,0.11,-,-,1.80255,1.80153,0.0,8.18,11h 37m,+0.22%,
23/03/2021 23:47,24/03/2021 01:00,EURAUD,Buy,0.22,-,-,1.55324,1.55354,0.0,3.37,1h 13m,+0.09%,
22/03/2021 22:13,23/03/2021 05:17,GBPAUD,Sell,0.11,-,-,1.78968,1.79518,0.0,-47.00,7h 3m,-1.24%,
22/03/2021 22:00,23/03/2021 02:41,GBPCAD,Sell,0.17,-,-,1.73582,1.73484,0.0,12.77,4h 40m,+0.34%,
22/03/2021 00:10,22/03/2021 04:54,USDCAD,Sell,0.18,-,-,1.25225,1.25123,0.0,14.67,4h 43m,+0.39%,
18/03/2021 22:59,19/03/2021 00:00,EURCAD,Buy,0.11,-,-,1.48806,1.48847,0.0,2.88,1h 1m,+0.08%,
18/03/2021 22:00,18/03/2021 22:59,GBPCAD,Sell,0.16,-,-,1.74261,1.73955,0.0,39.19,59m,+1.06%,
16/03/2021 00:57,16/03/2021 02:54,GBPAUD,Sell,0.10,-,-,1.79406,1.79303,0.0,7.98,1h 57m,+0.22%,
15/03/2021 23:00,15/03/2021 23:23,EURCAD,Buy,0.11,-,-,1.48752,1.48851,0.0,8.72,23m,+0.24%,
12/03/2021 22:32,15/03/2021 07:38,GBPCAD,Sell,0.16,-,-,1.73688,1.73581,0.0,13.21,2d ,+0.36%,
12/03/2021 22:32,15/03/2021 02:33,GBPAUD,Sell,0.10,-,-,1.79531,1.79429,0.0,7.61,2d ,+0.21%,
11/03/2021 23:38,12/03/2021 03:14,GBPAUD,Sell,0.10,-,-,1.79667,1.79564,0.0,7.73,3h 35m,+0.21%,
12/03/2021 00:00,12/03/2021 00:36,EURAUD,Buy,0.22,-,-,1.53823,1.53905,0.0,14.04,35m,+0.38%,
11/03/2021 22:22,12/03/2021 00:15,GBPCAD,Buy,0.16,-,-,1.75262,1.75248,0.0,-2.53,1h 52m,-0.07%,
10/03/2021 23:23,11/03/2021 01:42,USDCAD,Buy,0.17,-,-,1.26115,1.26218,0.0,12.74,2h 19m,+0.35%,
08/03/2021 23:59,09/03/2021 00:30,EURAUD,Buy,0.22,-,-,1.54908,1.54990,0.0,12.11,31m,+0.33%,
05/03/2021 22:35,08/03/2021 07:04,GBPAUD,Buy,0.10,-,-,1.79928,1.79379,0.0,-42.93,2d ,-1.17%,
05/03/2021 23:52,08/03/2021 00:57,GBPCAD,Buy,0.16,-,-,1.75016,1.75105,0.0,10.53,2d ,+0.29%,
05/03/2021 15:00,-,-,Withdrawal,,-,-,,,-,-46.87,-,-,
04/03/2021 22:00,04/03/2021 23:40,GBPCAD,Buy,0.16,-,-,1.75863,1.76015,0.0,19.19,1h 40m,+0.52%,
03/03/2021 23:00,04/03/2021 09:32,USDCAD,Sell,0.18,-,-,1.26463,1.26362,0.0,11.70,10h 32m,+0.32%,
02/03/2021 23:01,03/03/2021 09:23,USDCAD,Sell,0.17,-,-,1.26239,1.26137,0.0,12.90,10h 22m,+0.35%,
02/03/2021 22:34,03/03/2021 08:28,GBPCAD,Sell,0.16,-,-,1.76225,1.76119,0.0,12.94,9h 54m,+0.35%,
02/03/2021 22:06,02/03/2021 23:46,GBPAUD,Buy,0.10,-,-,1.78294,1.78461,0.0,13.06,1h 40m,+0.36%,
01/03/2021 23:44,02/03/2021 03:20,USDCAD,Buy,0.17,-,-,1.26432,1.26537,0.0,13.73,3h 35m,+0.38%,
01/03/2021 13:01,-,-,Withdrawal,,-,-,,,-,-25.59,-,-,
26/02/2021 23:52,01/03/2021 09:43,GBPCAD,Sell,0.17,-,-,1.77416,1.77310,0.0,13.68,2d ,+0.38%,
01/03/2021 00:49,01/03/2021 01:27,EURAUD,Buy,0.22,-,-,1.56493,1.55988,0.0,-86.06,38m,-2.31%,
26/02/2021 22:29,01/03/2021 00:05,GBPAUD,Sell,0.10,-,-,1.80889,1.80772,0.0,8.71,2d ,+0.23%,
25/02/2021 22:13,26/02/2021 04:19,GBPAUD,Sell,0.10,-,-,1.77814,1.78366,0.0,-43.68,6h 5m,-1.16%,
25/02/2021 22:23,26/02/2021 00:58,GBPCAD,Sell,0.17,-,-,1.76656,1.76551,0.0,13.64,2h 35m,+0.36%,
24/02/2021 23:00,25/02/2021 18:06,USDCAD,Buy,0.18,-,-,1.25117,1.25219,0.0,13.45,19h 5m,+0.36%,
23/02/2021 22:13,24/02/2021 01:07,GBPCAD,Buy,0.17,-,-,1.77634,1.77738,0.0,13.25,2h 54m,+0.36%,
22/02/2021 23:00,23/02/2021 02:26,USDCAD,Sell,0.18,-,-,1.26191,1.26091,0.0,13.38,3h 26m,+0.36%,
17/02/2021 00:00,17/02/2021 00:31,EURAUD,Buy,0.22,-,-,1.56055,1.56127,0.0,12.28,31m,+0.33%,
15/02/2021 00:05,15/02/2021 09:40,EURCAD,Buy,0.11,-,-,1.53818,1.53820,0.0,0.17,9h 35m,+0.00%,
12/02/2021 23:38,15/02/2021 01:28,GBPCAD,Buy,0.16,-,-,1.75830,1.75937,0.0,12.76,2d ,+0.35%,
11/02/2021 22:39,12/02/2021 15:59,GBPCAD,Sell,0.17,-,-,1.75418,1.75970,0.0,-74.12,17h 20m,-1.97%,
12/02/2021 00:04,12/02/2021 00:54,EURAUD,Buy,0.11,-,-,1.56445,1.56477,0.0,2.73,49m,+0.07%,
10/02/2021 23:05,11/02/2021 06:11,USDCAD,Sell,0.18,-,-,1.27038,1.26938,0.0,11.50,7h 5m,+0.31%,
09/02/2021 23:59,10/02/2021 02:01,EURCAD,Buy,0.11,-,-,1.53850,1.53860,0.0,0.15,2h 1m,+0.00%,
09/02/2021 22:57,10/02/2021 01:40,GBPCAD,Sell,0.17,-,-,1.75464,1.75357,0.0,13.81,2h 43m,+0.37%,
