Open Date,Close Date,Symbol,Action,Lots,SL,TP,Open Price,Close Price,Pips,Profit,Duration (DD:HH:MM:SS),Change %
05/31/2013 01:53,05/31/2013 04:52,USDCAD,Sell,0.1,1.03496,0,1.02984,1.03009,-2.5,-239.75,00:02:59:00,-0.02
05/30/2013 01:50,05/30/2013 02:47,USDCAD,Sell,0.1,1.04042,0,1.0353,1.0346,7,519.28,00:00:57:00,0.05
05/10/13 22:55,05/13/2013 02:22,USDCAD,Buy,0.1,1.00607,0,1.01119,1.01148,2.9,149.25,02:03:27:00,0.01
05/08/13 1:42,05/08/13 4:41,USDCAD,Sell,0.1,1.00983,0,1.00471,1.00489,-1.8,-183.81,00:02:59:00,-0.02
05/07/13 1:42,05/07/13 1:54,USDCAD,Sell,0.1,1.01196,0,1.00684,1.0068,0.4,-8.05,00:00:12:00,0
05/02/13 1:58,05/02/13 3:53,USDCAD,Buy,0.1,1.00244,0,1.00756,1.00794,3.8,263.57,00:01:55:00,0.02
05/01/13 1:38,05/01/13 1:57,USDCAD,Sell,0.1,1.01253,0,1.00741,1.00705,3.6,247.63,00:00:19:00,0.02
04/25/2013 22:32,04/26/2013 00:02,USDCAD,Sell,0.1,1.02589,0,1.02077,1.01976,10.1,752.82,00:01:30:00,0.07
04/17/2013 01:40,04/17/2013 07:57,USDCAD,Sell,0.1,1.02649,0,1.02137,1.02234,-9.7,-815,00:06:17:00,-0.08
04/11/13 1:57,04/11/13 5:46,USDCAD,Sell,0.1,1.01951,0,1.01439,1.01489,-5,-439.48,00:03:49:00,-0.04
04/05/13 22:47,04/08/13 2:53,USDCAD,Buy,0.1,1.01128,0,1.0164,1.0169,5,317.01,02:04:06:00,0.03
04/02/13 23:56,04/03/13 3:55,USDCAD,Buy,0.1,1.00954,0,1.01466,1.01444,-2.2,-229.89,00:03:59:00,-0.02
03/27/2013 22:51,03/27/2013 23:34,USDCAD,Sell,0.1,1.02179,0,1.01667,1.01621,4.6,327.53,00:00:43:00,0.03
03/22/2013 22:44,03/25/2013 02:18,USDCAD,Sell,0.1,1.02833,0,1.02321,1.02281,4,237.16,02:03:34:00,0.02
03/20/2013 22:45,03/21/2013 02:54,USDCAD,Sell,0.1,1.03035,0,1.02523,1.0257,-4.7,-429.66,00:04:09:00,-0.04
03/19/2013 23:06,03/20/2013 00:36,USDCAD,Buy,0.1,1.02149,0,1.02661,1.02712,5.1,353.28,00:01:30:00,0.03
03/19/2013 01:31,03/19/2013 03:36,USDCAD,Sell,0.1,1.0271,0,1.02198,1.02204,-0.6,-87.94,00:02:05:00,-0.01
03/12/13 1:31,03/12/13 3:59,USDCAD,Sell,0.1,1.03129,0,1.02617,1.02633,-1.6,-167.84,00:02:28:00,-0.02
03/11/13 22:37,03/11/13 23:21,USDCAD,Sell,0.1,1.03198,0,1.02686,1.02591,9.5,719.02,00:00:44:00,0.07
03/08/13 22:30,03/11/13 0:09,USDCAD,Sell,0.1,1.03404,0,1.02892,1.02876,1.6,45.41,02:01:39:00,0
03/07/13 23:19,03/08/13 8:33,USDCAD,Sell,0.1,1.03436,0,1.02924,1.03094,-17,-1412.39,00:09:14:00,-0.13
02/22/2013 22:30,02/25/2013 00:37,USDCAD,Buy,0.1,1.01619,0,1.02131,1.02291,16,1195.75,02:02:07:00,0.11
02/21/2013 22:32,02/22/2013 02:53,USDCAD,Buy,0.1,1.01347,0,1.01859,1.0182,-3.9,-365.7,00:04:21:00,-0.03
02/18/2013 22:33,02/19/2013 02:01,USDCAD,Buy,0.1,1.00554,0,1.01066,1.01059,-0.7,-110.06,00:03:28:00,-0.01
02/15/2013 22:35,02/18/2013 00:02,USDCAD,Buy,0.1,1.00144,0,1.00656,1.00712,5.6,364.94,02:01:27:00,0.03
02/14/2013 01:51,02/14/2013 02:01,USDCAD,Sell,0.1,1.00667,0,1.00155,1.00133,2.2,135.77,00:00:10:00,0.01
02/07/13 22:58,02/08/13 2:00,USDCAD,Buy,0.1,0.99267,0,0.99779,0.99778,-0.1,-62.13,00:03:02:00,-0.01
02/05/13 1:30,02/05/13 3:30,USDCAD,Buy,0.1,0.99262,0,0.99774,0.99794,2,119.77,00:02:00:00,0.01
01/31/2013 01:32,01/31/2013 04:23,USDCAD,Sell,0.1,1.00697,0,1.00185,1.00225,-4,-359.59,00:02:51:00,-0.03
01/25/2013 22:32,01/28/2013 01:26,USDCAD,Buy,0.1,1.00172,0,1.00684,1.00708,2.4,109.31,02:02:54:00,0.01
01/24/2013 22:41,01/25/2013 01:38,USDCAD,Buy,0.1,0.99764,0,1.00276,1.0023,-4.6,-421.61,00:02:57:00,-0.04
01/23/2013 23:10,01/23/2013 23:33,USDCAD,Buy,0.1,0.99376,0,0.99888,0.99912,2.4,151.72,00:00:23:00,0.01
01/21/2013 23:58,01/22/2013 01:58,USDCAD,Buy,0.1,0.98766,0,0.99278,0.99285,0.7,1.78,00:02:00:00,0
01/21/2013 01:46,01/21/2013 02:32,USDCAD,Buy,0.1,0.98677,0,0.99189,0.99216,2.7,175.69,00:00:46:00,0.02
01/18/2013 01:35,01/18/2013 02:11,USDCAD,Sell,0.1,0.99083,0,0.98571,0.98545,2.6,167.73,00:00:36:00,0.02
01/17/2013 22:30,01/18/2013 00:47,USDCAD,Sell,0.1,0.99045,0,0.98533,0.98536,-0.3,-78.11,00:02:17:00,-0.01
01/14/2013 23:16,01/14/2013 23:24,USDCAD,Sell,0.1,0.98896,0,0.98384,0.9834,4.4,311.54,00:00:08:00,0.03
01/08/13 23:12,01/09/13 0:45,USDCAD,Buy,0.1,0.98145,0,0.98657,0.98668,1.1,33.73,00:01:33:00,0
01/03/13 1:31,01/03/13 3:25,USDCAD,Sell,0.1,0.99113,0,0.98601,0.98562,3.9,271.6,00:01:54:00,0.03
12/20/2012 23:42,12/21/2012 05:27,USDCAD,Sell,0.1,0.99265,0,0.98753,0.98904,-15.1,-1260.59,00:05:45:00,-0.12
12/13/2012 22:44,12/14/2012 02:40,USDCAD,Buy,0.1,0.9795,0,0.98462,0.9844,-2.2,-229.89,00:03:56:00,-0.02
12/12/12 22:38,12/13/2012 02:25,USDCAD,Sell,0.1,0.98977,0,0.98465,0.98445,2,105.65,00:03:47:00,0.01
12/07/12 22:30,12/10/12 0:01,USDCAD,Sell,0.1,0.99528,0,0.99016,0.98723,29.3,2258.57,02:01:31:00,0.21
12/04/12 22:47,12/05/12 2:05,USDCAD,Sell,0.1,0.99805,0,0.99293,0.99287,0.6,-6.2,00:03:18:00,0
12/04/12 1:43,12/04/12 2:37,USDCAD,Buy,0.1,0.98938,0,0.9945,0.99488,3.8,263.57,00:00:54:00,0.02
11/26/2012 01:55,11/26/2012 02:18,USDCAD,Sell,0.1,0.99849,0,0.99337,0.99235,10.2,774.95,00:00:23:00,0.07
11/22/2012 22:44,11/23/2012 00:56,USDCAD,Buy,0.1,0.99178,0,0.9969,0.99742,5.2,361.27,00:02:12:00,0.03
11/14/2012 01:36,11/14/2012 03:34,USDCAD,Buy,0.1,0.9966,0,1.00172,1.00207,3.5,239.6,00:01:58:00,0.02
11/07/12 22:32,11/08/12 0:36,USDCAD,Buy,0.1,0.99107,0,0.99619,0.9966,4.1,273.4,00:02:04:00,0.03
11/05/12 22:44,11/06/12 2:40,USDCAD,Buy,0.1,0.99122,0,0.99634,0.99636,0.2,-38.16,00:03:56:00,0
10/31/2012 01:41,10/31/2012 03:56,USDCAD,Sell,0.1,1.00444,0,0.99932,0.99946,-1.4,-151.86,00:02:15:00,-0.01
