Open Date,Close Date,Symbol,Action,Lots,SL,TP,Open,Close,Pips,Profit,Duration,Gain,
25/06/2021 00:35,25/06/2021 04:00,EURUSD,Buy,0.06,-,-,1.19313,1.19321,0.0,0.06,3h 25m,+0.00%,
22/06/2021 20:00,23/06/2021 08:15,EURUSD,Buy,0.04,-,-,1.19348,1.19181,0.0,-7.15,12h 15m,-0.22%,
22/06/2021 03:32,22/06/2021 14:49,GBPUSD,Buy,0.04,-,-,1.39160,1.39040,0.0,-5.08,11h 16m,-0.15%,
17/06/2021 11:01,18/06/2021 17:30,EURUSD,Sell,0.06,-,-,1.19559,1.18616,0.0,56.14,1d ,+1.72%,
18/06/2021 06:34,18/06/2021 08:12,EURUSD,Sell,0.09,-,-,1.19249,1.19040,0.0,18.18,1h 38m,+0.56%,
18/06/2021 03:23,18/06/2021 06:48,GBPUSD,Sell,0.02,-,-,1.39421,1.39264,0.0,3.00,3h 24m,+0.09%,
16/06/2021 21:15,17/06/2021 19:00,GBPUSD,Sell,0.02,-,-,1.40318,1.39152,0.0,23.02,21h 44m,+0.71%,
17/06/2021 10:46,17/06/2021 18:22,EURUSD,Sell,0.01,-,-,1.19479,1.19162,0.0,3.10,7h 36m,+0.10%,
16/06/2021 21:15,17/06/2021 13:30,GBPUSD,Sell,0.03,-,-,1.40319,1.39440,0.0,25.92,16h 14m,+0.82%,
16/06/2021 21:30,17/06/2021 13:30,EURUSD,Sell,0.02,-,-,1.20432,1.19326,0.0,21.96,16h 0m,+0.69%,
16/06/2021 21:15,17/06/2021 10:46,EURUSD,Sell,0.02,-,-,1.20433,1.19477,0.0,18.96,13h 31m,+0.60%,
16/06/2021 23:13,17/06/2021 10:31,EURUSD,Sell,0.02,-,-,1.20011,1.19486,0.0,10.34,11h 18m,+0.33%,
17/06/2021 03:17,17/06/2021 04:58,EURUSD,Buy,0.07,-,-,1.19849,1.20008,0.0,10.64,1h 40m,+0.34%,
16/06/2021 21:15,16/06/2021 23:10,GBPUSD,Sell,0.03,-,-,1.40319,1.39906,0.0,12.18,1h 55m,+0.39%,
16/06/2021 21:15,16/06/2021 22:57,EURUSD,Sell,0.04,-,-,1.20432,1.20049,0.0,15.04,1h 42m,+0.48%,
16/06/2021 00:18,16/06/2021 02:39,GBPUSD,Sell,0.02,-,-,1.40824,1.40790,0.0,0.54,2h 20m,+0.02%,
16/06/2021 00:59,16/06/2021 01:14,EURUSD,Sell,0.03,-,-,1.21291,1.21268,0.0,0.48,15m,+0.02%,
11/06/2021 17:45,11/06/2021 23:00,EURUSD,Sell,0.01,-,-,1.21030,1.21094,0.0,-0.71,5h 15m,-0.02%,
11/06/2021 17:45,11/06/2021 23:00,EURUSD,Sell,0.01,-,-,1.21030,1.21095,0.0,-0.72,5h 14m,-0.02%,
10/06/2021 16:30,10/06/2021 16:45,EURUSD,Sell,0.05,-,-,1.21484,1.21709,0.0,-11.60,15m,-0.37%,
10/06/2021 00:30,10/06/2021 01:15,EURUSD,Sell,0.06,-,-,1.21798,1.21781,0.0,0.60,44m,+0.02%,
09/06/2021 16:30,09/06/2021 17:30,EURUSD,Buy,0.02,-,-,1.22125,1.21998,0.0,-2.68,59m,-0.09%,
07/06/2021 18:15,08/06/2021 06:15,EURUSD,Buy,0.02,-,-,1.21962,1.21796,0.0,-3.57,11h 59m,-0.11%,
07/06/2021 17:39,-,-,Deposit,,-,-,,,-,90.00,-,-,
04/06/2021 16:11,04/06/2021 23:00,EURUSD,Buy,0.08,-,-,1.21667,1.21684,0.0,0.80,6h 48m,+0.03%,
04/06/2021 16:00,04/06/2021 23:00,EURUSD,Buy,0.01,-,-,1.21671,1.21684,0.0,0.06,6h 59m,+0.00%,
04/06/2021 16:00,04/06/2021 23:00,GBPUSD,Buy,0.02,-,-,1.41795,1.41664,0.0,-2.76,7h 0m,-0.09%,
04/06/2021 16:00,04/06/2021 23:00,GBPUSD,Buy,0.02,-,-,1.41797,1.41664,0.0,-2.80,6h 59m,-0.09%,
04/06/2021 16:00,04/06/2021 18:00,GBPUSD,Buy,0.01,-,-,1.41792,1.41714,0.0,-0.85,1h 59m,-0.03%,
04/06/2021 15:45,04/06/2021 15:56,EURUSD,Buy,0.01,-,-,1.21492,1.21715,0.0,2.16,11m,+0.07%,
03/06/2021 17:00,04/06/2021 15:31,EURUSD,Sell,0.01,-,-,1.21452,1.21451,0.0,-0.06,22h 31m,+0.00%,
03/06/2021 17:01,04/06/2021 08:41,EURUSD,Sell,0.01,-,-,1.21400,1.21092,0.0,3.01,15h 40m,+0.10%,
03/06/2021 15:30,03/06/2021 16:46,EURUSD,Sell,0.03,-,-,1.21648,1.21424,0.0,6.51,1h 16m,+0.21%,
02/06/2021 12:00,02/06/2021 16:45,EURUSD,Sell,0.01,-,-,1.21814,1.21970,0.0,-1.63,4h 45m,-0.05%,
01/06/2021 23:43,02/06/2021 03:15,EURUSD,Buy,0.01,-,-,1.22130,1.22219,0.0,0.77,3h 32m,+0.03%,
01/06/2021 17:45,01/06/2021 19:15,EURUSD,Buy,0.01,-,-,1.22503,1.22382,0.0,-1.28,1h 30m,-0.04%,
31/05/2021 18:00,01/06/2021 17:00,EURUSD,Buy,0.02,-,-,1.22275,1.22481,0.0,3.87,23h 0m,+0.13%,
28/05/2021 16:00,28/05/2021 16:45,EURUSD,Sell,0.01,-,-,1.21355,1.21604,0.0,-2.56,44m,-0.08%,
27/05/2021 12:00,27/05/2021 12:45,EURUSD,Sell,0.01,-,-,1.21830,1.21944,0.0,-1.21,45m,-0.04%,
