Open Date,Close Date,Symbol,Action,Lots,SL,TP,Open,Close,Pips,Profit,Duration,Gain,
29/05/2021 13:43,-,-,Deposit,,-,-,,,-,1.00,-,-,
24/05/2021 01:01,27/05/2021 16:18,EURGBP,Buy,0.35,-,-,0.86131,0.86000,0.0,-76.61,3d ,-1.37%,
20/05/2021 20:00,24/05/2021 12:37,EURGBP,Sell,0.36,-,-,0.86156,0.86391,0.0,-120.41,3d ,-2.11%,
22/05/2021 14:39,-,-,Deposit,,-,-,,,-,1.00,-,-,
18/05/2021 20:00,20/05/2021 07:29,USDCAD,Buy,0.19,-,-,1.20572,1.21078,0.0,77.32,1d ,+1.38%,
18/05/2021 20:00,19/05/2021 21:54,USDCAD,Buy,0.05,-,-,1.20572,1.21315,0.0,30.37,1d ,+0.54%,
18/05/2021 20:00,19/05/2021 15:57,USDCAD,Buy,0.06,-,-,1.20572,1.20967,0.0,19.29,19h 57m,+0.35%,
16/05/2021 13:05,-,-,Deposit,,-,-,,,-,1.00,-,-,
05/05/2021 04:00,12/05/2021 06:49,USDCAD,Sell,0.11,-,-,1.22893,1.21318,0.0,139.83,7d ,+2.57%,
05/05/2021 04:00,10/05/2021 02:50,USDCAD,Sell,0.03,-,-,1.22893,1.21183,0.0,41.73,4d ,+0.77%,
08/05/2021 20:56,-,-,Deposit,,-,-,,,-,1.00,-,-,
05/05/2021 04:00,06/05/2021 22:55,USDCAD,Sell,0.03,-,-,1.22893,1.21704,0.0,28.91,1d ,+0.54%,
05/05/2021 04:00,06/05/2021 16:23,USDCAD,Sell,0.04,-,-,1.22893,1.22229,0.0,21.20,1d ,+0.40%,
24/04/2021 19:38,-,-,Deposit,,-,-,,,-,1.00,-,-,
19/04/2021 20:00,21/04/2021 10:15,USDCAD,Buy,0.13,-,-,1.25341,1.25838,0.0,50.46,1d ,+0.95%,
19/04/2021 20:00,20/04/2021 20:24,USDCAD,Buy,0.03,-,-,1.25341,1.26094,0.0,17.77,1d ,+0.34%,
20/04/2021 08:00,20/04/2021 19:33,EURGBP,Buy,0.21,-,-,0.86165,0.86233,0.0,19.16,11h 32m,+0.36%,
19/04/2021 20:00,20/04/2021 18:16,USDCAD,Buy,0.04,-,-,1.25341,1.25697,0.0,11.13,22h 16m,+0.21%,
20/04/2021 08:00,20/04/2021 18:04,EURGBP,Buy,0.09,-,-,0.86165,0.86410,0.0,30.43,10h 4m,+0.58%,
20/04/2021 08:00,20/04/2021 17:54,EURGBP,Buy,0.13,-,-,0.86165,0.86336,0.0,30.54,9h 54m,+0.59%,
20/04/2021 08:00,20/04/2021 10:47,EURGBP,Buy,0.19,-,-,0.86165,0.86266,0.0,26.17,2h 47m,+0.51%,
15/04/2021 20:00,19/04/2021 11:34,USDCAD,Buy,0.20,-,-,1.25425,1.24755,0.0,-108.77,3d ,-2.07%,
03/04/2021 14:36,-,-,Deposit,,-,-,,,-,1.00,-,-,
31/03/2021 04:00,02/04/2021 11:03,USDCAD,Sell,0.26,-,-,1.26143,1.25615,0.0,105.03,2d ,+2.04%,
31/03/2021 04:00,02/04/2021 03:10,USDCAD,Sell,0.06,-,-,1.26143,1.25377,0.0,35.68,1d ,+0.70%,
31/03/2021 04:00,31/03/2021 17:00,USDCAD,Sell,0.08,-,-,1.26143,1.25689,0.0,28.66,13h 0m,+0.56%,
26/03/2021 04:00,30/03/2021 15:33,USDCAD,Sell,0.31,-,-,1.25868,1.26297,0.0,-108.30,4d ,-2.08%,
27/02/2021 10:36,-,-,Deposit,,-,-,,,-,1.00,-,-,
25/02/2021 20:00,26/02/2021 04:12,USDCAD,Buy,0.10,-,-,1.25477,1.26037,0.0,43.94,8h 12m,+0.85%,
25/02/2021 20:00,26/02/2021 02:09,USDCAD,Buy,0.03,-,-,1.25477,1.26214,0.0,17.37,6h 9m,+0.34%,
25/02/2021 20:00,25/02/2021 20:32,USDCAD,Buy,0.03,-,-,1.25477,1.25769,0.0,6.88,32m,+0.13%,
22/02/2021 12:00,23/02/2021 22:29,USDCAD,Buy,0.23,-,-,1.26362,1.25793,0.0,-105.17,1d ,-2.01%,
