Open Date,Close Date,Symbol,Action,Lots,SL,TP,Open,Close,Pips,Profit,Duration,Gain,
25/06/2021 14:21,25/06/2021 15:36,NZDCAD,Buy,0.22,-,-,0.86994,0.87124,0.0,16.18,1h 14m,+0.36%,
24/06/2021 05:02,25/06/2021 03:15,EURJPY,Buy,0.23,-,-,132.35100,132.35800,0.0,-0.79,22h 12m,-0.02%,
24/06/2021 08:27,24/06/2021 20:23,AUDJPY,Buy,0.22,-,-,83.96000,84.08300,0.0,16.93,11h 55m,+0.38%,
24/06/2021 08:34,24/06/2021 13:26,AUDUSD,Buy,0.22,-,-,0.75708,0.75809,0.0,15.31,4h 51m,+0.35%,
22/06/2021 11:13,22/06/2021 15:19,GBPJPY,Buy,0.22,-,-,153.30600,153.74400,0.0,61.58,4h 5m,+1.41%,
22/06/2021 12:39,22/06/2021 14:55,EURJPY,Buy,0.22,-,-,131.28900,131.52000,0.0,32.13,2h 15m,+0.74%,
21/06/2021 12:28,22/06/2021 11:00,USDCAD,Buy,0.23,-,-,1.24342,1.23867,0.0,-64.95,22h 31m,-1.48%,
21/06/2021 10:53,22/06/2021 08:29,USDCHF,Buy,0.23,-,-,0.92134,0.92049,0.0,-16.15,21h 36m,-0.37%,
21/06/2021 12:19,22/06/2021 08:29,AUDUSD,Sell,0.23,-,-,0.75087,0.75129,0.0,-7.88,20h 9m,-0.18%,
18/06/2021 11:28,18/06/2021 15:10,EURUSD,Sell,0.22,-,-,1.19238,1.19013,0.0,34.74,3h 41m,+0.79%,
16/06/2021 05:35,16/06/2021 09:26,EURJPY,Buy,0.22,-,-,133.41600,133.53300,0.0,15.64,3h 50m,+0.36%,
15/06/2021 11:34,16/06/2021 09:01,GBPJPY,Buy,0.22,-,-,155.24500,155.14200,0.0,-16.28,21h 26m,-0.37%,
14/06/2021 10:38,15/06/2021 14:25,EURJPY,Sell,0.22,-,-,132.90200,133.34100,0.0,-63.77,1d ,-1.44%,
14/06/2021 10:32,15/06/2021 13:56,EURUSD,Sell,0.22,-,-,1.21134,1.21140,0.0,-2.20,1d ,-0.05%,
14/06/2021 15:59,15/06/2021 11:17,USDCAD,Buy,0.22,-,-,1.21530,1.21488,0.0,-6.76,19h 17m,-0.15%,
14/06/2021 10:59,15/06/2021 04:32,AUDUSD,Sell,0.22,-,-,0.77134,0.77071,0.0,8.81,17h 32m,+0.20%,
14/06/2021 10:03,14/06/2021 21:26,NZDUSD,Sell,0.22,-,-,0.71427,0.71369,0.0,8.48,11h 23m,+0.19%,
14/06/2021 16:07,14/06/2021 16:52,USDCHF,Buy,0.22,-,-,0.89828,0.89923,0.0,15.69,44m,+0.36%,
11/06/2021 16:35,14/06/2021 16:14,GBPJPY,Buy,0.22,-,-,154.96600,154.98300,0.0,0.70,2d ,+0.02%,
14/06/2021 13:37,14/06/2021 15:56,USDCHF,Buy,0.22,-,-,0.89838,0.89924,0.0,14.13,2h 18m,+0.32%,
14/06/2021 13:13,14/06/2021 14:38,USDCAD,Buy,0.22,-,-,1.21529,1.21693,0.0,20.25,1h 25m,+0.46%,
08/06/2021 05:23,09/06/2021 10:18,NZDUSD,Buy,0.23,-,-,0.72207,0.72044,0.0,-27.31,1d ,-0.62%,
07/06/2021 16:04,07/06/2021 16:14,USDCHF,Sell,0.22,-,-,0.89966,0.89864,0.0,16.83,9m,+0.38%,
07/06/2021 13:04,07/06/2021 14:31,USDCHF,Sell,0.22,-,-,0.89972,0.89849,0.0,20.48,1h 26m,+0.47%,
07/06/2021 10:06,07/06/2021 11:52,NZDUSD,Buy,0.22,-,-,0.71987,0.72131,0.0,21.86,1h 45m,+0.50%,
04/06/2021 10:01,07/06/2021 10:18,AUDUSD,Sell,0.23,-,-,0.76708,0.77286,0.0,-95.14,3d ,-2.14%,
04/06/2021 15:13,07/06/2021 10:00,USDCHF,Buy,0.23,-,-,0.90366,0.90060,0.0,-56.36,2d ,-1.25%,
04/06/2021 15:32,07/06/2021 09:42,USDCAD,Buy,0.23,-,-,1.21086,1.21019,0.0,-10.45,2d ,-0.23%,
01/06/2021 11:20,01/06/2021 12:15,EURUSD,Buy,0.23,-,-,1.22203,1.22346,0.0,22.20,54m,+0.49%,
28/05/2021 12:34,01/06/2021 01:05,GBPJPY,Buy,0.23,-,-,155.82400,155.67900,0.0,-23.18,3d ,-0.51%,
31/05/2021 03:55,31/05/2021 22:01,EURJPY,Buy,0.23,-,-,133.78400,133.87500,0.0,12.46,18h 6m,+0.28%,
27/05/2021 15:01,31/05/2021 14:57,NZDCAD,Buy,0.23,-,-,0.88251,0.87682,0.0,-77.35,3d ,-1.69%,
28/05/2021 12:54,28/05/2021 17:54,EURJPY,Buy,0.23,-,-,133.88000,133.98000,0.0,13.78,4h 59m,+0.30%,
27/05/2021 10:01,28/05/2021 09:00,USDCAD,Buy,0.24,-,-,1.21130,1.20895,0.0,-36.26,22h 58m,-0.79%,
26/05/2021 04:24,26/05/2021 06:16,EURUSD,Buy,0.23,-,-,1.22445,1.22592,0.0,22.87,1h 51m,+0.50%,
19/05/2021 11:28,19/05/2021 16:50,EURUSD,Buy,0.23,-,-,1.22172,1.22366,0.0,30.48,5h 21m,+0.67%,
18/05/2021 20:36,19/05/2021 10:17,GBPJPY,Buy,0.23,-,-,154.57000,154.71700,0.0,20.15,13h 40m,+0.44%,
13/05/2021 10:14,17/05/2021 11:14,USDCHF,Buy,0.24,-,-,0.90684,0.90280,0.0,-77.52,4d ,-1.68%,
13/05/2021 16:54,17/05/2021 09:00,AUDUSD,Sell,0.24,-,-,0.77347,0.77503,0.0,-28.02,3d ,-0.60%,
13/05/2021 15:33,17/05/2021 07:30,NZDCAD,Sell,0.24,-,-,0.86884,0.87493,0.0,-86.64,3d ,-1.84%,
13/05/2021 15:42,17/05/2021 07:02,NZDUSD,Sell,0.24,-,-,0.71704,0.72143,0.0,-76.17,3d ,-1.59%,
13/05/2021 14:35,13/05/2021 18:45,EURUSD,Sell,0.24,-,-,1.20831,1.20656,0.0,28.91,4h 10m,+0.61%,
13/05/2021 10:01,13/05/2021 13:07,NZDCAD,Sell,0.24,-,-,0.86982,0.86733,0.0,34.52,3h 5m,+0.73%,
